time,price,return
2013/9/10,728.46,1.00443991
2013/9/11,733.03,1.006273508
2013/9/12,728.99,0.994488629
2013/9/13,730.39,1.001920465
2013/9/16,719,0.984405592
2013/9/17,678.88,0.944200278
2013/9/18,681.76,1.004242281
2013/9/23,676.53,0.992328679
2013/9/24,657.26,0.971516415
2013/9/25,649.38,0.988010833
2013/9/26,650.63,1.001924913
2013/9/27,644.1,0.989963574
2013/9/30,653.13,1.014019562
2013/10/8,656.64,1.005374122
2013/10/9,658.17,1.002330044
2013/10/10,658.41,1.000364647
2013/10/11,660.72,1.003508452
2013/10/14,670.95,1.015483109
2013/10/15,693.05,1.032938371
2013/10/16,693.01,0.999942284
2013/10/17,692.77,0.999653685
2013/10/18,686.95,0.991598943
2013/10/21,697.09,1.0147609
2013/10/22,689.07,0.988495029
2013/10/23,690.36,1.001872088
2013/10/24,690.46,1.000144852
2013/10/25,656.92,0.951423689
2013/10/28,643.66,0.979814894
2013/10/29,638.04,0.991268682
2013/10/30,637.03,0.998417027
2013/10/31,649.14,1.019010094
2013/11/1,649.48,1.00052377
2013/11/4,655.05,1.008576092
2013/11/5,663.55,1.012976109
2013/11/6,670.95,1.011152136
2013/11/7,667.69,0.995141218
2013/11/8,654.09,0.979631266
2013/11/11,670.47,1.025042425
2013/11/12,695.89,1.037913702
2013/11/13,695.31,0.999166535
2013/11/14,692.19,0.995512793
2013/11/15,689.16,0.995622589
2013/11/18,689.4,1.00034825
2013/11/19,686.18,0.995329272
2013/11/20,682.53,0.994680696
2013/11/21,666.2,0.976074312
2013/11/22,665.28,0.998619033
2013/11/25,677.1,1.017766955
2013/11/26,672.54,0.993265397
2013/11/27,672.4,0.999791834
2013/11/28,681.43,1.013429506
2013/11/29,679.55,0.997241096
2013/12/2,657.16,0.967051725
2013/12/3,661.01,1.005858543
2013/12/4,665.33,1.006535453
2013/12/5,658.17,0.989238423
2013/12/6,666.63,1.012853822
2013/12/9,662.74,0.994164679
2013/12/10,657.98,0.992817696
2013/12/11,655.29,0.99591173
2013/12/12,655.34,1.000076302
2013/12/13,655.34,1
2013/12/16,638.86,0.974852748
2013/12/17,640.01,1.001800081
2013/12/18,636.55,0.994593834
2013/12/19,630.12,0.989898673
2013/12/20,608.49,0.965673205
2013/12/23,607.82,0.998898914
2013/12/24,608.3,1.000789707
2013/12/25,606.62,0.997238205
2013/12/26,599.32,0.987966107
2013/12/27,606.33,1.011696589
2013/12/30,597.97,0.986212129
2013/12/31,616.81,1.031506597
2014/1/2,605.28,0.981307048
2014/1/3,595.67,0.98412305
2014/1/6,580.05,0.973777427
2014/1/7,579.24,0.998603569
2014/1/8,573.66,0.990366687
2014/1/9,573.37,0.999494474
2014/1/10,573.04,0.999424455
2014/1/13,576.02,1.005200335
2014/1/14,582.84,1.011839867
2014/1/15,570.59,0.978982225
2014/1/16,586.11,1.027199916
2014/1/17,577.99,0.986145945
2014/1/20,609.17,1.05394557
2014/1/21,610.13,1.001575915
2014/1/22,644.62,1.056528936
2014/1/23,644.24,0.999410505
2014/1/24,651.01,1.010508506
2014/1/27,676.24,1.038755165
2014/1/28,668.89,0.989131078
2014/1/29,658.27,0.98412295
2014/1/30,635.16,0.964892825
2014/2/7,643.28,1.01278418
2014/2/10,638.33,0.992305062
2014/2/11,644,1.008882553
2014/2/12,644.53,1.000822981
2014/2/13,651.83,1.011326083
2014/2/14,686.57,1.053296105
2014/2/17,720.58,1.0495361
2014/2/18,706.32,0.980210386
2014/2/19,718.42,1.017131045
2014/2/20,715.83,0.996394867
2014/2/21,716.26,1.000600701
2014/2/24,709.25,0.990213051
2014/2/25,684.02,0.964427212
2014/2/26,682.39,0.997617029
2014/2/27,696.42,1.02056009
2014/2/28,720.78,1.034978892
2014/3/3,744.37,1.032728433
2014/3/4,737.02,0.990125878
2014/3/5,767.96,1.041979865
2014/3/6,778.34,1.013516329
2014/3/7,795.1,1.021533006
2014/3/10,754.02,0.948333543
2014/3/11,779.2,1.03339434
2014/3/12,761.66,0.977489733
2014/3/13,792.12,1.039991597
2014/3/14,787.32,0.993940312
2014/3/17,799.81,1.015863944
2014/3/18,823.11,1.029131919
2014/3/19,837.77,1.017810499
2014/3/20,812.83,0.970230493
2014/3/21,823.5,1.013126976
2014/3/24,822.97,0.999356406
2014/3/25,801.44,0.973838658
2014/3/26,761.47,0.950127271
2014/3/27,757.48,0.994760135
2014/3/28,733.36,0.968157575
2014/3/31,743.26,1.013499509
2014/4/1,780.69,1.050359228
2014/4/2,795.82,1.019380292
2014/4/3,794.24,0.998014626
2014/4/4,788.23,0.992433018
2014/4/8,790.54,1.002930617
2014/4/9,784.82,0.992764439
2014/4/10,814.42,1.037715655
2014/4/11,845.98,1.038751504
2014/4/14,837.72,0.990236176
