2013-07-11,941.55,0.010995265,1.10%
2013-07-12,907.14,-0.036546121,-3.65%
2013-07-15,903.01,-0.00455277,-0.46%
2013-07-16,917.43,0.015968815,1.60%
2013-07-17,898.06,-0.021113327,-2.11%
2013-07-18,889.18,-0.009887981,-0.99%
2013-07-19,845.65,-0.048955217,-4.90%
2013-07-22,840.22,-0.006421096,-0.64%
2013-07-23,862.85,0.026933422,2.69%
2013-07-24,838.97,-0.027675726,-2.77%
2013-07-25,858.76,0.023588448,2.36%
2013-07-26,840.65,-0.021088546,-2.11%
2013-07-29,823.11,-0.020864807,-2.09%
2013-07-30,809.23,-0.016862874,-1.69%
2013-07-31,809.56,0.000407795,0.04%
2013-08-01,825.85,0.020122042,2.01%
2013-08-02,845.74,0.024084277,2.41%
2013-08-05,843.20,-0.003003287,-0.30%
2013-08-06,841.90,-0.001541746,-0.15%
2013-08-07,847.42,0.006556598,0.66%
2013-08-08,841.56,-0.006915107,-0.69%
2013-08-09,830.37,-0.013296735,-1.33%
2013-08-12,856.70,0.031708756,3.17%
2013-08-13,864.58,0.009198086,0.92%
2013-08-14,858.52,-0.007009184,-0.70%
2013-08-15,852.61,-0.00688394,-0.69%
2013-08-16,837.91,-0.017241177,-1.72%
2013-08-19,841.61,0.004415749,0.44%
2013-08-20,834.12,-0.008899609,-0.89%
2013-08-21,839.30,0.006210138,0.62%
2013-08-22,841.18,0.002239962,0.22%
2013-08-23,831.14,-0.011935614,-1.19%
2013-08-26,835.70,0.00548644,0.55%
2013-08-27,831.91,-0.00453512,-0.45%
2013-08-28,816.29,-0.01877607,-1.88%
2013-08-29,809.47,-0.008354874,-0.84%
2013-08-30,810.91,0.001778942,0.18%
2013-09-02,729.91,-0.09988778,-9.99%
2013-09-03,728.66,-0.00171254,-0.17%
2013-09-04,730.77,0.002895726,0.29%
2013-09-05,721.98,-0.012028408,-1.20%
2013-09-06,722.03,6.9254E-05,0.01%
2013-09-09,725.24,0.004445799,0.44%
2013-09-10,728.46,0.00443991,0.44%
2013-09-11,733.03,0.006273508,0.63%
2013-09-12,728.99,-0.005511371,-0.55%
2013-09-13,730.39,0.001920465,0.19%
2013-09-16,719.00,-0.015594408,-1.56%
2013-09-17,678.88,-0.055799722,-5.58%
2013-09-18,681.76,0.004242281,0.42%
2013-09-23,676.53,-0.007671321,-0.77%
2013-09-24,657.26,-0.028483585,-2.85%
2013-09-25,649.38,-0.011989167,-1.20%
2013-09-26,650.63,0.001924913,0.19%
2013-09-27,644.10,-0.010036426,-1.00%
2013-09-30,653.13,0.014019562,1.40%
2013-10-08,656.64,0.005374122,0.54%
2013-10-09,658.17,0.002330044,0.23%
2013-10-10,658.41,0.000364647,0.04%
2013-10-11,660.72,0.003508452,0.35%
2013-10-14,670.95,0.015483109,1.55%
2013-10-15,693.05,0.032938371,3.29%
2013-10-16,693.01,-5.77159E-05,-0.01%
2013-10-17,692.77,-0.000346315,-0.03%
2013-10-18,686.95,-0.008401057,-0.84%
2013-10-21,697.09,0.0147609,1.48%
2013-10-22,689.07,-0.011504971,-1.15%
2013-10-23,690.36,0.001872088,0.19%
2013-10-24,690.46,0.000144852,0.01%
2013-10-25,656.92,-0.048576311,-4.86%
2013-10-28,643.66,-0.020185106,-2.02%
2013-10-29,638.04,-0.008731318,-0.87%
2013-10-30,637.03,-0.001582973,-0.16%
2013-10-31,649.14,0.019010094,1.90%
2013-11-01,649.48,0.00052377,0.05%
2013-11-04,655.05,0.008576092,0.86%
2013-11-05,663.55,0.012976109,1.30%
2013-11-06,670.95,0.011152136,1.12%
2013-11-07,667.69,-0.004858782,-0.49%
2013-11-08,654.09,-0.020368734,-2.04%
2013-11-11,670.47,0.025042425,2.50%
2013-11-12,695.89,0.037913702,3.79%
