time,"price",return,pecentage return
2015-03-25,"3,940.41",-0.008215351,-0.82%
2015-03-26,"3,950.00",0.002433757,0.24%
2015-03-27,"3,971.70",0.005493671,0.55%
2015-03-30,"4,088.18",0.029327492,2.93%
2015-03-31,"4,051.20",-0.00904559,-0.90%
2015-04-01,"4,123.90",0.0179453,1.79%
2015-04-02,"4,124.78",0.00021339,0.02%
2015-04-03,"4,170.54",0.011093925,1.11%
2015-04-07,"4,260.04",0.021460051,2.15%
2015-04-08,"4,295.80",0.008394287,0.84%
2015-04-09,"4,262.14",-0.00783556,-0.78%
2015-04-10,"4,344.42",0.019304856,1.93%
2015-04-13,"4,421.07",0.017643322,1.76%
2015-04-14,"4,438.18",0.003870104,0.39%
2015-04-15,"4,380.51",-0.012994065,-1.30%
2015-04-16,"4,513.55",0.030370893,3.04%
2015-04-17,"4,596.14",0.018298235,1.83%
2015-04-20,"4,521.92",-0.016148333,-1.61%
2015-04-21,"4,619.16",0.02150414,2.15%
2015-04-22,"4,739.81",0.026119468,2.61%
2015-04-23,"4,740.89",0.000227857,0.02%
2015-04-24,"4,702.64",-0.008068105,-0.81%
2015-04-27,"4,807.59",0.022317252,2.23%
2015-04-28,"4,741.86",-0.013672131,-1.37%
2015-04-29,"4,774.33",0.006847524,0.68%
2015-04-30,"4,749.89",-0.005119043,-0.51%
2015-05-04,"4,787.74",0.007968606,0.80%
2015-05-05,"4,596.84",-0.039872675,-3.99%
2015-05-06,"4,553.33",-0.009465198,-0.95%
2015-05-07,"4,470.09",-0.018281126,-1.83%
2015-05-08,"4,558.40",0.019755754,1.98%
2015-05-11,"4,690.53",0.028986048,2.90%
2015-05-12,"4,747.42",0.012128693,1.21%
2015-05-13,"4,718.44",-0.006104368,-0.61%
2015-05-14,"4,700.78",-0.003742762,-0.37%
2015-05-15,"4,617.47",-0.017722591,-1.77%
2015-05-18,"4,575.14",-0.009167358,-0.92%
2015-05-19,"4,731.22",0.034114803,3.41%
2015-05-20,"4,754.92",0.005009279,0.50%
2015-05-21,"4,840.98",0.018099148,1.81%
2015-05-22,"4,951.34",0.022797037,2.28%
2015-05-25,"5,099.50",0.029923213,2.99%
2015-05-26,"5,198.92",0.019496029,1.95%
2015-05-27,"5,181.43",-0.00336416,-0.34%
2015-05-28,"4,834.01",-0.067050988,-6.71%
2015-05-29,"4,840.83",0.001410837,0.14%
2015-06-01,"5,076.18",0.048617696,4.86%
2015-06-02,"5,161.87",0.016880804,1.69%
2015-06-03,"5,143.59",-0.003541352,-0.35%
2015-06-04,"5,181.42",0.007354785,0.74%
2015-06-05,"5,230.55",0.009481957,0.95%
2015-06-08,"5,353.75",0.023553928,2.36%
2015-06-09,"5,317.46",-0.006778426,-0.68%
2015-06-10,"5,309.11",-0.001570299,-0.16%
2015-06-11,"5,306.59",-0.000474656,-0.05%
2015-06-12,"5,335.12",0.005376334,0.54%
2015-06-15,"5,221.17",-0.02135847,-2.14%
2015-06-16,"5,064.82",-0.029945395,-2.99%
2015-06-17,"5,138.83",0.014612563,1.46%
2015-06-18,"4,930.55",-0.040530627,-4.05%
2015-06-19,"4,637.05",-0.059526828,-5.95%
2015-06-23,"4,786.09",0.032141124,3.21%
2015-06-24,"4,880.13",0.019648607,1.96%
2015-06-25,"4,706.52",-0.035574872,-3.56%
2015-06-26,"4,336.20",-0.078682339,-7.87%
2015-06-29,"4,191.55",-0.033358701,-3.34%
2015-06-30,"4,473.00",0.067146998,6.71%
2015-07-01,"4,253.02",-0.049179522,-4.92%
2015-07-02,"4,108.00",-0.034098123,-3.41%
2015-07-03,"3,885.92",-0.05406037,-5.41%
2015-07-06,"3,998.54",0.028981554,2.90%
2015-07-07,"3,928.00",-0.017641439,-1.76%
2015-07-08,"3,663.04",-0.067454175,-6.75%
2015-07-09,"3,897.63",0.064042435,6.40%
2015-07-10,"4,106.56",0.05360437,5.36%
2015-07-13,"4,211.81",0.025629724,2.56%
2015-07-14,"4,112.15",-0.023662036,-2.37%
2015-07-15,"3,966.76",-0.035356201,-3.54%
2015-07-16,"3,997.36",0.007714104,0.77%
2015-07-17,"4,151.50",0.03856045,3.86%
2015-07-20,"4,160.61",0.002194388,0.22%
2015-07-21,"4,166.01",0.001297887,0.13%
2015-07-22,"4,157.16",-0.002124335,-0.21%
2015-07-23,"4,250.81",0.022527399,2.25%
2015-07-24,"4,176.28",-0.017533129,-1.75%
2015-07-27,"3,818.73",-0.08561447,-8.56%
2015-07-28,"3,811.09",-0.002000665,-0.20%
2015-07-29,"3,930.38",0.031300756,3.13%
2015-07-30,"3,815.41",-0.029251625,-2.93%
2015-07-31,"3,816.70",0.000338103,0.03%
2015-08-03,"3,829.24",0.003285561,0.33%
2015-08-04,"3,948.16",0.031055771,3.11%
2015-08-05,"3,866.90",-0.020581739,-2.06%
2015-08-06,"3,831.85",-0.009064108,-0.91%
2015-08-07,"3,906.95",0.019598888,1.96%
2015-08-10,"4,084.37",0.045411382,4.54%
2015-08-11,"4,066.67",-0.004333594,-0.43%
2015-08-12,"4,016.13",-0.012427859,-1.24%
2015-08-13,"4,075.46",0.014772928,1.48%
2015-08-14,"4,073.54",-0.000471112,-0.05%
2015-08-17,"4,077.87",0.001062958,0.11%
2015-08-18,"3,825.41",-0.061909772,-6.19%
2015-08-19,"3,886.14",0.015875423,1.59%
2015-08-20,"3,761.45",-0.032085823,-3.21%
2015-08-21,"3,589.54",-0.04570312,-4.57%
2015-08-24,"3,275.53",-0.087479176,-8.75%
2015-08-25,"3,042.93",-0.071011409,-7.10%
2015-08-26,"3,025.69",-0.005665592,-0.57%
2015-08-27,"3,205.64",0.059474037,5.95%
2015-08-28,"3,342.29",0.042627993,4.26%
2015-08-31,"3,366.54",0.007255504,0.73%
2015-09-01,"3,362.08",-0.001324802,-0.13%
2015-09-02,"3,365.83",0.001115381,0.11%
2015-09-07,"3,250.49",-0.034267922,-3.43%
2015-09-08,"3,334.02",0.025697664,2.57%
2015-09-09,"3,399.31",0.019582966,1.96%
2015-09-10,"3,357.56",-0.012281904,-1.23%
2015-09-11,"3,347.19",-0.003088552,-0.31%
2015-09-14,"3,281.13",-0.019735958,-1.97%
2015-09-15,"3,152.23",-0.039285246,-3.93%
2015-09-16,"3,309.25",0.049812355,4.98%
2015-09-17,"3,237.00",-0.021832742,-2.18%
2015-09-18,"3,251.27",0.004408403,0.44%
2015-09-21,"3,308.25",0.017525459,1.75%
2015-09-22,"3,339.03",0.009304013,0.93%
2015-09-23,"3,263.03",-0.022761101,-2.28%
2015-09-24,"3,285.00",0.006733006,0.67%
2015-09-25,"3,231.95",-0.016149163,-1.61%
2015-09-28,"3,242.75",0.003341636,0.33%
2015-09-29,"3,178.85",-0.019705497,-1.97%
2015-09-30,"3,202.95",0.007581358,0.76%
2015-10-08,"3,296.48",0.029201205,2.92%
2015-10-09,"3,340.12",0.013238363,1.32%
2015-10-12,"3,447.69",0.03220543,3.22%
2015-10-13,"3,445.04",-0.000768631,-0.08%
2015-10-14,"3,406.11",-0.011300304,-1.13%
2015-10-15,"3,486.82",0.023695653,2.37%
2015-10-16,"3,534.07",0.013551029,1.36%
2015-10-19,"3,534.18",3.11256E-05,0.00%
2015-10-20,"3,577.70",0.01231403,1.23%
2015-10-21,"3,473.25",-0.029194734,-2.92%
2015-10-22,"3,524.53",0.01476427,1.48%
2015-10-23,"3,571.24",0.013252831,1.33%
2015-10-26,"3,589.26",0.005045866,0.50%
2015-10-27,"3,592.88",0.001008564,0.10%
2015-10-28,"3,524.92",-0.018915188,-1.89%
2015-10-29,"3,533.31",0.002380196,0.24%
2015-10-30,"3,534.08",0.000217926,0.02%
2015-11-02,"3,475.96",-0.016445581,-1.64%
2015-11-03,"3,465.49",-0.003012118,-0.30%
2015-11-04,"3,628.54",0.047049624,4.70%
2015-11-05,"3,705.97",0.021339161,2.13%
2015-11-06,"3,793.37",0.023583569,2.36%
2015-11-09,"3,840.35",0.012384766,1.24%
2015-11-10,"3,833.24",-0.001851394,-0.19%
2015-11-11,"3,833.65",0.000106959,0.01%
2015-11-12,"3,795.32",-0.009998304,-1.00%
2015-11-13,"3,746.24",-0.012931716,-1.29%
2015-11-16,"3,764.13",0.004775455,0.48%
2015-11-17,"3,758.39",-0.001524921,-0.15%
2015-11-18,"3,715.58",-0.011390516,-1.14%
2015-11-19,"3,774.97",0.015984046,1.60%
2015-11-20,"3,774.38",-0.000156293,-0.02%
2015-11-23,"3,753.34",-0.005574425,-0.56%
2015-11-24,"3,753.89",0.000146536,0.01%
2015-11-25,"3,781.61",0.00738434,0.74%
2015-11-26,"3,759.43",-0.005865227,-0.59%
2015-11-27,"3,556.99",-0.053848589,-5.38%
2015-11-30,"3,566.41",0.002648307,0.26%
2015-12-01,"3,591.70",0.007091165,0.71%
2015-12-02,"3,721.95",0.036264165,3.63%
2015-12-03,"3,749.30",0.007348299,0.73%
2015-12-04,"3,677.59",-0.019126237,-1.91%
2015-12-07,"3,687.61",0.00272461,0.27%
2015-12-08,"3,623.02",-0.01751541,-1.75%
2015-12-09,"3,635.94",0.003566086,0.36%
2015-12-10,"3,623.08",-0.003536912,-0.35%
2015-12-11,"3,608.06",-0.004145644,-0.41%
2015-12-14,"3,711.32",0.028619258,2.86%
2015-12-15,"3,694.39",-0.004561719,-0.46%
2015-12-16,"3,685.44",-0.002422592,-0.24%
2015-12-17,"3,755.89",0.019115764,1.91%
2015-12-18,"3,767.91",0.003200307,0.32%
2015-12-21,"3,865.96",0.026022384,2.60%
2015-12-22,"3,876.73",0.002785854,0.28%
2015-12-23,"3,866.38",-0.002669776,-0.27%
2015-12-24,"3,829.40",-0.009564502,-0.96%
2015-12-25,"3,838.20",0.00229801,0.23%
2015-12-28,"3,727.63",-0.028807774,-2.88%
2015-12-29,"3,761.87",0.009185461,0.92%
2015-12-30,"3,765.18",0.000879882,0.09%
2015-12-31,"3,731.00",-0.009077919,-0.91%
2016-01-04,"3,469.07",-0.070203699,-7.02%
2016-01-05,"3,478.78",0.002799021,0.28%
2016-01-06,"3,539.81",0.017543507,1.75%
2016-01-07,"3,294.38",-0.06933423,-6.93%
2016-01-08,"3,361.56",0.020392304,2.04%
2016-01-11,"3,192.45",-0.050307,-5.03%
2016-01-12,"3,215.71",0.00728594,0.73%
2016-01-13,"3,155.88",-0.018605533,-1.86%
2016-01-14,"3,221.57",0.020815113,2.08%
2016-01-15,"3,118.73",-0.031922324,-3.19%
2016-01-18,"3,130.73",0.00384772,0.38%
2016-01-19,"3,223.13",0.029513883,2.95%
2016-01-20,"3,174.38",-0.015125049,-1.51%
2016-01-21,"3,081.35",-0.02930651,-2.93%
2016-01-22,"3,113.46",0.010420757,1.04%
2016-01-25,"3,128.89",0.004955901,0.50%
2016-01-26,"2,940.51",-0.060206655,-6.02%
2016-01-27,"2,930.35",-0.003455183,-0.35%
2016-01-28,"2,853.76",-0.02613681,-2.61%
2016-01-29,"2,946.09",0.032353807,3.24%
2016-02-01,"2,901.05",-0.01528806,-1.53%
2016-02-02,"2,961.33",0.020778684,2.08%
2016-02-03,"2,948.64",-0.004285237,-0.43%
2016-02-04,"2,984.76",0.012249715,1.22%
2016-02-05,"2,963.79",-0.007025691,-0.70%
2016-02-15,"2,946.71",-0.005762891,-0.58%
2016-02-16,"3,037.04",0.030654527,3.07%
2016-02-17,"3,063.32",0.008653162,0.87%
2016-02-18,"3,053.70",-0.003140384,-0.31%
2016-02-19,"3,051.59",-0.000690965,-0.07%
2016-02-22,"3,118.87",0.022047523,2.20%
2016-02-23,"3,089.36",-0.00946176,-0.95%
2016-02-24,"3,109.55",0.006535334,0.65%
2016-02-25,"2,918.75",-0.061359361,-6.14%
2016-02-26,"2,948.03",0.010031692,1.00%
2016-02-29,"2,877.47",-0.023934628,-2.39%
2016-03-01,"2,930.69",0.018495414,1.85%
2016-03-02,"3,051.33",0.041164367,4.12%
2016-03-03,"3,058.42",0.002323577,0.23%
2016-03-04,"3,093.89",0.011597492,1.16%
2016-03-07,"3,104.84",0.003539234,0.35%
2016-03-08,"3,107.67",0.00091148,0.09%
2016-03-09,"3,071.91",-0.011507013,-1.15%
2016-03-10,"3,013.15",-0.019128165,-1.91%
2016-03-11,"3,018.28",0.001702537,0.17%
2016-03-14,"3,065.69",0.015707622,1.57%
2016-03-15,"3,074.78",0.002965075,0.30%
2016-03-16,"3,090.03",0.004959704,0.50%
2016-03-17,"3,124.20",0.011058145,1.11%
2016-03-18,"3,171.96",0.015287114,1.53%
2016-03-21,"3,249.44",0.024426538,2.44%
2016-03-22,"3,225.79",-0.007278177,-0.73%
2016-03-23,"3,236.09",0.003193016,0.32%
2016-03-24,"3,181.85",-0.016760968,-1.68%
2016-03-25,"3,197.82",0.005019093,0.50%
2016-03-28,"3,169.73",-0.008784109,-0.88%
2016-03-29,"3,135.41",-0.010827421,-1.08%
2016-03-30,"3,216.28",0.02579248,2.58%
2016-03-31,"3,218.09",0.000562762,0.06%
2016-04-01,"3,221.89",0.001180825,0.12%
2016-04-05,"3,264.49",0.013222053,1.32%
2016-04-06,"3,257.53",-0.002132033,-0.21%
2016-04-07,"3,209.29",-0.014808766,-1.48%
2016-04-08,"3,185.73",-0.007341188,-0.73%
2016-04-11,"3,230.10",0.013927734,1.39%
2016-04-12,"3,218.45",-0.003606699,-0.36%
2016-04-13,"3,261.38",0.013338719,1.33%
2016-04-14,"3,275.83",0.00443064,0.44%
2016-04-15,"3,272.21",-0.001105063,-0.11%
2016-04-18,"3,228.45",-0.013373225,-1.34%
2016-04-19,"3,238.30",0.003051,0.31%
2016-04-20,"3,181.03",-0.017685205,-1.77%
2016-04-21,"3,160.60",-0.006422448,-0.64%
2016-04-22,"3,174.90",0.004524457,0.45%
2016-04-25,"3,162.03",-0.004053671,-0.41%
2016-04-26,"3,179.16",0.005417406,0.54%
2016-04-27,"3,165.92",-0.004164622,-0.42%
2016-04-28,"3,160.58",-0.001686713,-0.17%
2016-04-29,"3,156.75",-0.001211803,-0.12%
2016-05-03,"3,213.54",0.017990021,1.80%
2016-05-04,"3,209.46",-0.001269628,-0.13%
2016-05-05,"3,213.92",0.001389642,0.14%
2016-05-06,"3,130.35",-0.026002514,-2.60%
2016-05-09,"3,065.62",-0.020678199,-2.07%
2016-05-10,"3,069.11",0.001138432,0.11%
2016-05-11,"3,082.81",0.004463835,0.45%
2016-05-12,"3,090.14",0.002377701,0.24%
2016-05-13,"3,074.94",-0.004918871,-0.49%
2016-05-16,"3,095.31",0.00662452,0.66%
2016-05-17,"3,086.02",-0.003001315,-0.30%
2016-05-18,"3,068.04",-0.005826275,-0.58%
2016-05-19,"3,062.50",-0.001805713,-0.18%
2016-05-20,"3,078.22",0.005133061,0.51%
2016-05-23,"3,087.22",0.002923768,0.29%
2016-05-24,"3,063.56",-0.007663853,-0.77%
2016-05-25,"3,059.23",-0.001413388,-0.14%
2016-05-26,"3,064.21",0.001627861,0.16%
2016-05-27,"3,062.50",-0.000558056,-0.06%
2016-05-30,"3,066.71",0.001374694,0.14%
2016-05-31,"3,169.56",0.03353757,3.35%
2016-06-01,"3,160.55",-0.002842666,-0.28%
2016-06-02,"3,167.10",0.002072424,0.21%
2016-06-03,"3,189.33",0.007019039,0.70%
2016-06-06,"3,178.79",-0.003304769,-0.33%
2016-06-07,"3,177.05",-0.000547378,-0.05%
2016-06-08,"3,163.99",-0.004110732,-0.41%
2016-06-13,"3,066.34",-0.030862929,-3.09%
2016-06-14,"3,075.98",0.003143813,0.31%
2016-06-15,"3,116.37",0.013130775,1.31%
2016-06-16,"3,094.67",-0.00696323,-0.70%
2016-06-17,"3,110.36",0.005070007,0.51%
2016-06-20,"3,112.67",0.000742679,0.07%
2016-06-21,"3,106.32",-0.002040049,-0.20%
2016-06-22,"3,133.96",0.008897989,0.89%
2016-06-23,"3,117.32",-0.005309576,-0.53%
2016-06-24,"3,077.16",-0.012882861,-1.29%
2016-06-27,"3,120.54",0.014097414,1.41%
2016-06-28,"3,136.40",0.005082454,0.51%
2016-06-29,"3,151.39",0.004779365,0.48%
2016-06-30,"3,153.92",0.00080282,0.08%
2016-07-01,"3,154.20",8.87784E-05,0.01%
2016-07-04,"3,204.70",0.016010399,1.60%
2016-07-05,"3,207.38",0.000836272,0.08%
2016-07-06,"3,216.80",0.002936977,0.29%
2016-07-07,"3,209.95",-0.002129445,-0.21%
2016-07-08,"3,192.28",-0.005504759,-0.55%
2016-07-11,"3,203.33",0.003461476,0.35%
2016-07-12,"3,273.18",0.021805434,2.18%
2016-07-13,"3,282.87",0.002960424,0.30%
2016-07-14,"3,276.76",-0.001861176,-0.19%
2016-07-15,"3,276.28",-0.000146486,-0.01%
2016-07-18,"3,262.02",-0.004352497,-0.44%
2016-07-19,"3,248.23",-0.004227442,-0.42%
2016-07-20,"3,237.61",-0.003269473,-0.33%
2016-07-21,"3,252.52",0.004605249,0.46%
2016-07-22,"3,225.16",-0.008411939,-0.84%
2016-07-25,"3,230.89",0.001776656,0.18%
2016-07-26,"3,269.59",0.011978124,1.20%
2016-07-27,"3,218.24",-0.015705333,-1.57%
2016-07-28,"3,221.14",0.000901114,0.09%
2016-07-29,"3,203.93",-0.005342829,-0.53%
2016-08-01,"3,176.81",-0.008464604,-0.85%
2016-08-02,"3,189.05",0.003852922,0.39%
2016-08-03,"3,193.51",0.001398536,0.14%
2016-08-04,"3,201.29",0.002436191,0.24%
2016-08-05,"3,205.11",0.001193269,0.12%
2016-08-08,"3,234.18",0.009069892,0.91%
2016-08-09,"3,256.98",0.0070497,0.70%
2016-08-10,"3,243.34",-0.004187929,-0.42%
2016-08-11,"3,233.36",-0.003077075,-0.31%
2016-08-12,"3,294.23",0.018825618,1.88%
2016-08-15,"3,393.42",0.030110223,3.01%
2016-08-16,"3,378.25",-0.004470416,-0.45%
2016-08-17,"3,373.05",-0.001539258,-0.15%
2016-08-18,"3,364.49",-0.002537763,-0.25%
2016-08-19,"3,365.02",0.000157528,0.02%
2016-08-22,"3,336.79",-0.008389252,-0.84%
2016-08-23,"3,341.83",0.001510434,0.15%
2016-08-24,"3,329.86",-0.00358187,-0.36%
2016-08-25,"3,308.97",-0.006273537,-0.63%
2016-08-26,"3,307.09",-0.000568153,-0.06%
2016-08-29,"3,307.78",0.000208643,0.02%
2016-08-30,"3,311.99",0.001272757,0.13%
2016-08-31,"3,327.79",0.004770546,0.48%
2016-09-01,"3,301.58",-0.007876098,-0.79%
2016-09-02,"3,314.11",0.003795153,0.38%
2016-09-05,"3,319.68",0.001680693,0.17%
2016-09-06,"3,342.63",0.006913317,0.69%
2016-09-07,"3,340.82",-0.00054149,-0.05%
2016-09-08,"3,339.56",-0.000377153,-0.04%
2016-09-09,"3,318.04",-0.006443963,-0.64%
2016-09-12,"3,262.60",-0.016708659,-1.67%
2016-09-13,"3,260.33",-0.000695764,-0.07%
2016-09-14,"3,238.73",-0.006625096,-0.66%
2016-09-19,"3,263.12",0.00753073,0.75%
2016-09-20,"3,257.40",-0.001752924,-0.18%
2016-09-21,"3,266.64",0.002836618,0.28%
2016-09-22,"3,291.12",0.007493939,0.75%
2016-09-23,"3,275.67",-0.004694451,-0.47%
2016-09-26,"3,220.28",-0.016909518,-1.69%
2016-09-27,"3,240.75",0.00635659,0.64%
2016-09-28,"3,230.89",-0.003042506,-0.30%
2016-09-29,"3,244.39",0.004178415,0.42%
2016-09-30,"3,253.28",0.002740114,0.27%
2016-10-10,"3,293.87",0.012476639,1.25%
2016-10-11,"3,306.56",0.003852611,0.39%
2016-10-12,"3,300.01",-0.001980911,-0.20%
2016-10-13,"3,302.65",0.000799998,0.08%
2016-10-14,"3,305.85",0.000968919,0.10%
2016-10-17,"3,277.88",-0.008460759,-0.85%
2016-10-18,"3,321.33",0.013255519,1.33%
2016-10-19,"3,316.24",-0.001532519,-0.15%
2016-10-20,"3,318.60",0.000711649,0.07%
2016-10-21,"3,327.74",0.002754173,0.28%
2016-10-24,"3,367.58",0.011972089,1.20%
2016-10-25,"3,367.45",-3.86034E-05,0.00%
2016-10-26,"3,354.80",-0.003756552,-0.38%
2016-10-27,"3,345.70",-0.002712531,-0.27%
2016-10-28,"3,340.13",-0.001664824,-0.17%
2016-10-31,"3,336.28",-0.00115265,-0.12%
2016-11-01,"3,359.05",0.006824967,0.68%
2016-11-02,"3,333.35",-0.007650973,-0.77%
2016-11-03,"3,365.09",0.009521952,0.95%
2016-11-04,"3,354.17",-0.003245084,-0.32%
2016-11-07,"3,356.59",0.00072149,0.07%
2016-11-08,"3,371.12",0.004328798,0.43%
2016-11-09,"3,353.05",-0.005360236,-0.54%
2016-11-10,"3,390.61",0.011201742,1.12%
2016-11-11,"3,417.22",0.007848145,0.78%
2016-11-14,"3,430.25",0.003813041,0.38%
2016-11-15,"3,429.87",-0.000110779,-0.01%
2016-11-16,"3,429.59",-8.16357E-05,-0.01%
2016-11-17,"3,436.54",0.002026481,0.20%
2016-11-18,"3,417.46",-0.005552096,-0.56%
2016-11-21,"3,441.11",0.006920344,0.69%
2016-11-22,"3,468.36",0.007918956,0.79%
2016-11-23,"3,474.73",0.001836603,0.18%
2016-11-24,"3,488.74",0.004031968,0.40%
2016-11-25,"3,521.30",0.009332882,0.93%
2016-11-28,"3,535.08",0.003913327,0.39%
2016-11-29,"3,564.04",0.008192177,0.82%
2016-11-30,"3,538.00",-0.007306315,-0.73%
2016-12-01,"3,565.04",0.007642736,0.76%
2016-12-02,"3,528.95",-0.010123309,-1.01%
2016-12-05,"3,469.41",-0.016871874,-1.69%
2016-12-06,"3,459.15",-0.002957275,-0.30%
2016-12-07,"3,475.75",0.004798867,0.48%
2016-12-08,"3,470.14",-0.00161404,-0.16%
2016-12-09,"3,493.70",0.006789351,0.68%
2016-12-12,"3,409.18",-0.024192117,-2.42%
2016-12-13,"3,405.04",-0.001214368,-0.12%
2016-12-14,"3,378.95",-0.007662171,-0.77%
2016-12-15,"3,340.43",-0.011399991,-1.14%
2016-12-16,"3,346.03",0.001676431,0.17%
2016-12-19,"3,328.98",-0.005095591,-0.51%
2016-12-20,"3,309.06",-0.005983815,-0.60%
2016-12-21,"3,338.54",0.008908874,0.89%
2016-12-22,"3,335.67",-0.000859657,-0.09%
2016-12-23,"3,307.60",-0.008415101,-0.84%
2016-12-26,"3,322.40",0.004474543,0.45%
2016-12-27,"3,316.39",-0.001808933,-0.18%
2016-12-28,"3,301.89",-0.004372224,-0.44%
2016-12-29,"3,297.76",-0.001250799,-0.13%
2016-12-30,"3,310.08",0.003735869,0.37%
2017-01-03,"3,342.23",0.009712756,0.97%
2017-01-04,"3,368.31",0.007803173,0.78%
2017-01-05,"3,367.79",-0.00015438,-0.02%
2017-01-06,"3,347.67",-0.005974244,-0.60%
2017-01-09,"3,363.90",0.004848148,0.48%
2017-01-10,"3,358.27",-0.001673653,-0.17%
2017-01-11,"3,334.50",-0.007078049,-0.71%
2017-01-12,"3,317.62",-0.005062228,-0.51%
2017-01-13,"3,319.91",0.000690254,0.07%
2017-01-16,"3,319.45",-0.000138558,-0.01%
2017-01-17,"3,326.36",0.00208167,0.21%
2017-01-18,"3,339.37",0.003911182,0.39%
2017-01-19,"3,329.29",-0.003018533,-0.30%
2017-01-20,"3,354.89",0.007689327,0.77%
2017-01-23,"3,364.08",0.002739285,0.27%
2017-01-24,"3,364.45",0.000109985,0.01%
2017-01-25,"3,375.90",0.003403231,0.34%
2017-01-26,"3,387.96",0.003572381,0.36%
2017-02-03,"3,364.49",-0.006927473,-0.69%
2017-02-06,"3,373.21",0.002591775,0.26%
2017-02-07,"3,365.68",-0.002232295,-0.22%
2017-02-08,"3,383.29",0.005232226,0.52%
2017-02-09,"3,396.29",0.003842414,0.38%
2017-02-10,"3,413.49",0.00506435,0.51%
2017-02-13,"3,436.28",0.006676451,0.67%
2017-02-14,"3,435.80",-0.000139686,-0.01%
2017-02-15,"3,421.71",-0.004100937,-0.41%
2017-02-16,"3,440.93",0.005617075,0.56%
2017-02-17,"3,421.44",-0.005664166,-0.57%
2017-02-20,"3,471.39",0.014599116,1.46%
2017-02-21,"3,482.82",0.003292629,0.33%
2017-02-22,"3,489.76",0.001992638,0.20%
2017-02-23,"3,473.32",-0.004710926,-0.47%
2017-02-24,"3,473.85",0.000152592,0.02%
2017-02-27,"3,446.22",-0.007953711,-0.80%
2017-02-28,"3,452.81",0.00191224,0.19%
2017-03-01,"3,458.44",0.001630556,0.16%
2017-03-02,"3,435.10",-0.006748708,-0.67%
2017-03-03,"3,427.86",-0.002107653,-0.21%
2017-03-06,"3,446.48",0.00543196,0.54%
2017-03-07,"3,453.96",0.00217033,0.22%
2017-03-08,"3,448.73",-0.001514204,-0.15%
2017-03-09,"3,426.94",-0.006318268,-0.63%
2017-03-10,"3,427.89",0.000277215,0.03%
2017-03-13,"3,458.10",0.008813002,0.88%
2017-03-14,"3,456.69",-0.000407738,-0.04%
2017-03-15,"3,463.64",0.002010594,0.20%
2017-03-16,"3,481.51",0.005159312,0.52%
2017-03-17,"3,445.81",-0.010254171,-1.03%
2017-03-20,"3,449.61",0.001102789,0.11%
2017-03-21,"3,466.35",0.004852722,0.49%
2017-03-22,"3,450.05",-0.004702353,-0.47%
2017-03-23,"3,461.98",0.003457921,0.35%
2017-03-24,"3,489.60",0.007978093,0.80%
2017-03-27,"3,478.04",-0.003312701,-0.33%
2017-03-28,"3,469.81",-0.002366275,-0.24%
2017-03-29,"3,465.19",-0.001331485,-0.13%
2017-03-30,"3,436.76",-0.008204456,-0.82%
2017-03-31,"3,456.05",0.005612845,0.56%
2017-04-05,"3,503.89",0.013842392,1.38%
2017-04-06,"3,514.05",0.002899634,0.29%
2017-04-07,"3,517.46",0.00097039,0.10%
2017-04-10,"3,505.14",-0.003502527,-0.35%
2017-04-11,"3,517.33",0.00347775,0.35%
2017-04-12,"3,509.44",-0.002243179,-0.22%
2017-04-13,"3,514.57",0.001461772,0.15%
2017-04-14,"3,486.50",-0.007986752,-0.80%
2017-04-17,"3,479.94",-0.001881543,-0.19%
2017-04-18,"3,462.74",-0.004942614,-0.49%
2017-04-19,"3,445.88",-0.004868977,-0.49%
2017-04-20,"3,461.55",0.00454746,0.45%
2017-04-21,"3,466.79",0.001513773,0.15%
2017-04-24,"3,431.26",-0.010248674,-1.02%
2017-04-25,"3,440.97",0.002829864,0.28%
2017-04-26,"3,445.18",0.001223492,0.12%
2017-04-27,"3,446.72",0.000447001,0.04%
2017-04-28,"3,439.75",-0.002022212,-0.20%
2017-05-02,"3,426.58",-0.003828767,-0.38%
2017-05-03,"3,413.13",-0.003925197,-0.39%
2017-05-04,"3,404.39",-0.002560699,-0.26%
2017-05-05,"3,382.55",-0.006415246,-0.64%
2017-05-08,"3,358.81",-0.007018374,-0.70%
2017-05-09,"3,352.53",-0.00186971,-0.19%
2017-05-10,"3,337.70",-0.004423525,-0.44%
2017-05-11,"3,356.65",0.005677562,0.57%
2017-05-12,"3,385.38",0.008559129,0.86%
2017-05-15,"3,399.19",0.004079306,0.41%
2017-05-16,"3,428.65",0.008666771,0.87%
2017-05-17,"3,409.97",-0.005448208,-0.54%
2017-05-18,"3,398.11",-0.003478036,-0.35%
2017-05-19,"3,403.85",0.001689174,0.17%
2017-05-22,"3,411.24",0.002171071,0.22%
2017-05-23,"3,424.19",0.003796273,0.38%
2017-05-24,"3,424.17",-5.8408E-06,0.00%
2017-05-25,"3,485.66",0.017957636,1.80%
2017-05-26,"3,480.43",-0.001500433,-0.15%
2017-05-31,"3,492.88",0.003577144,0.36%
2017-06-01,"3,497.74",0.001391402,0.14%
2017-06-02,"3,486.51",-0.003210645,-0.32%
2017-06-05,"3,468.75",-0.005093919,-0.51%
2017-06-06,"3,492.88",0.006956396,0.70%
2017-06-07,"3,533.87",0.011735302,1.17%
2017-06-08,"3,560.98",0.007671476,0.77%
