time,"price",return,pecentage return
2017-06-09,"3,576.17",0.00426568,0.43%
2017-06-12,"3,574.39",-0.000497739,-0.05%
2017-06-13,"3,582.27",0.002204572,0.22%
2017-06-14,"3,535.30",-0.013111798,-1.31%
2017-06-15,"3,528.79",-0.001841428,-0.18%
2017-06-16,"3,518.76",-0.002842334,-0.28%
2017-06-19,"3,553.67",0.009921109,0.99%
2017-06-20,"3,546.49",-0.002020446,-0.20%
2017-06-21,"3,587.96",0.011693252,1.17%
2017-06-22,"3,590.34",0.00066333,0.07%
2017-06-23,"3,622.88",0.009063208,0.91%
2017-06-26,"3,668.09",0.012479022,1.25%
2017-06-27,"3,674.72",0.00180748,0.18%
2017-06-28,"3,646.17",-0.007769299,-0.78%
2017-06-29,"3,668.83",0.00621474,0.62%
2017-06-30,"3,666.80",-0.00055331,-0.06%
2017-07-03,"3,650.85",-0.004349842,-0.43%
2017-07-04,"3,619.98",-0.008455565,-0.85%
2017-07-05,"3,659.68",0.010966911,1.10%
2017-07-06,"3,660.10",0.000114764,0.01%
2017-07-07,"3,655.93",-0.001139313,-0.11%
2017-07-10,"3,653.69",-0.000612703,-0.06%
2017-07-11,"3,670.81",0.004685674,0.47%
2017-07-12,"3,658.82",-0.003266309,-0.33%
2017-07-13,"3,686.92",0.007680072,0.77%
2017-07-14,"3,703.09",0.004385775,0.44%
2017-07-17,"3,663.56",-0.010674869,-1.07%
2017-07-18,"3,667.18",0.00098811,0.10%
2017-07-19,"3,729.75",0.017062157,1.71%
2017-07-20,"3,747.88",0.004860916,0.49%
2017-07-21,"3,728.60",-0.005144242,-0.51%
2017-07-24,"3,743.47",0.003988092,0.40%
2017-07-25,"3,719.56",-0.006387122,-0.64%
2017-07-26,"3,705.39",-0.00380959,-0.38%
2017-07-27,"3,712.19",0.001835164,0.18%
2017-07-28,"3,721.89",0.002613013,0.26%
2017-07-31,"3,737.87",0.004293518,0.43%
2017-08-01,"3,770.38",0.008697467,0.87%
2017-08-02,"3,760.85",-0.002527597,-0.25%
2017-08-03,"3,727.83",-0.00877993,-0.88%
2017-08-04,"3,707.58",-0.005432115,-0.54%
2017-08-07,"3,726.79",0.005181277,0.52%
2017-08-08,"3,732.21",0.001454335,0.15%
2017-08-09,"3,731.04",-0.000313487,-0.03%
2017-08-10,"3,715.92",-0.004052489,-0.41%
2017-08-11,"3,647.35",-0.018453035,-1.85%
2017-08-14,"3,694.68",0.012976545,1.30%
2017-08-15,"3,706.06",0.003080104,0.31%
2017-08-16,"3,701.42",-0.001252003,-0.13%
2017-08-17,"3,721.28",0.005365508,0.54%
2017-08-18,"3,724.67",0.000910977,0.09%
2017-08-21,"3,740.99",0.004381596,0.44%
2017-08-22,"3,752.30",0.003023264,0.30%
2017-08-23,"3,756.09",0.001010047,0.10%
2017-08-24,"3,734.65",-0.005708063,-0.57%
2017-08-25,"3,795.75",0.016360302,1.64%
2017-08-28,"3,842.71",0.012371732,1.24%
2017-08-29,"3,834.54",-0.002126104,-0.21%
2017-08-30,"3,834.30",-6.2589E-05,-0.01%
2017-08-31,"3,822.09",-0.003184414,-0.32%
2017-09-01,"3,830.54",0.002210832,0.22%
2017-09-04,"3,845.62",0.003936782,0.39%
2017-09-05,"3,857.05",0.002972213,0.30%
2017-09-06,"3,849.45",-0.001970418,-0.20%
2017-09-07,"3,829.87",-0.005086441,-0.51%
2017-09-08,"3,825.99",-0.001013089,-0.10%
2017-09-11,"3,825.65",-8.88659E-05,-0.01%
2017-09-12,"3,837.93",0.003209912,0.32%
2017-09-13,"3,842.61",0.001219407,0.12%
2017-09-14,"3,829.96",-0.003292033,-0.33%
2017-09-15,"3,831.30",0.000349873,0.03%
2017-09-18,"3,843.14",0.003090335,0.31%
2017-09-19,"3,832.12",-0.002867447,-0.29%
2017-09-20,"3,842.44",0.002693026,0.27%
2017-09-21,"3,837.82",-0.001202361,-0.12%
2017-09-22,"3,837.73",-2.34508E-05,0.00%
2017-09-25,"3,817.79",-0.00519578,-0.52%
2017-09-26,"3,820.78",0.000783176,0.08%
2017-09-27,"3,821.20",0.000109925,0.01%
2017-09-28,"3,822.54",0.000350675,0.04%
2017-09-29,"3,836.50",0.003652022,0.37%
2017-10-09,"3,882.21",0.011914505,1.19%
2017-10-10,"3,889.86",0.001970527,0.20%
2017-10-11,"3,902.69",0.003298319,0.33%
2017-10-12,"3,912.95",0.002628956,0.26%
2017-10-13,"3,921.00",0.002057271,0.21%
2017-10-16,"3,913.45",-0.001925529,-0.19%
2017-10-17,"3,913.07",-9.7101E-05,-0.01%
2017-10-18,"3,944.16",0.007945168,0.79%
2017-10-19,"3,931.25",-0.003273194,-0.33%
2017-10-20,"3,926.85",-0.001119237,-0.11%
2017-10-23,"3,930.80",0.001005895,0.10%
2017-10-24,"3,959.40",0.007275873,0.73%
2017-10-25,"3,976.95",0.00443249,0.44%
2017-10-26,"3,993.58",0.004181596,0.42%
2017-10-27,"4,021.97",0.00710891,0.71%
2017-10-30,"4,009.72",-0.003045771,-0.30%
2017-10-31,"4,006.72",-0.000748182,-0.07%
2017-11-01,"3,996.62",-0.002520765,-0.25%
2017-11-02,"3,997.13",0.000127608,0.01%
2017-11-03,"3,992.70",-0.001108295,-0.11%
2017-11-06,"4,020.89",0.007060385,0.71%
2017-11-07,"4,054.25",0.008296671,0.83%
2017-11-08,"4,048.01",-0.001539126,-0.15%
2017-11-09,"4,075.90",0.006889805,0.69%
2017-11-10,"4,111.91",0.008834859,0.88%
2017-11-13,"4,128.07",0.003930047,0.39%
2017-11-14,"4,099.35",-0.006957246,-0.70%
2017-11-15,"4,073.67",-0.006264408,-0.63%
2017-11-16,"4,105.01",0.007693308,0.77%
2017-11-17,"4,120.85",0.003858699,0.39%
2017-11-20,"4,143.83",0.005576519,0.56%
2017-11-21,"4,217.70",0.017826504,1.78%
2017-11-22,"4,227.57",0.002340138,0.23%
2017-11-23,"4,102.40",-0.029608025,-2.96%
2017-11-24,"4,104.20",0.000438768,0.04%
2017-11-27,"4,049.95",-0.013218167,-1.32%
2017-11-28,"4,055.82",0.001449401,0.14%
2017-11-29,"4,053.75",-0.000510378,-0.05%
2017-11-30,"4,006.10",-0.011754548,-1.18%
2017-12-01,"3,998.14",-0.00198697,-0.20%
2017-12-04,"4,018.86",0.00518241,0.52%
2017-12-05,"4,040.17",0.005302499,0.53%
2017-12-06,"4,015.82",-0.006026974,-0.60%
2017-12-07,"3,971.06",-0.011145918,-1.11%
2017-12-08,"4,003.38",0.008138885,0.81%
2017-12-11,"4,069.50",0.016516044,1.65%
2017-12-12,"4,016.02",-0.013141664,-1.31%
2017-12-13,"4,050.09",0.008483523,0.85%
2017-12-14,"4,026.15",-0.00591098,-0.59%
2017-12-15,"3,980.86",-0.01124896,-1.12%
2017-12-18,"3,985.29",0.001112825,0.11%
2017-12-19,"4,035.33",0.012556175,1.26%
2017-12-20,"4,030.49",-0.001199406,-0.12%
2017-12-21,"4,067.85",0.009269344,0.93%
2017-12-22,"4,054.60",-0.003257249,-0.33%
2017-12-25,"4,041.54",-0.003221033,-0.32%
2017-12-26,"4,053.62",0.00298896,0.30%
2017-12-27,"3,991.21",-0.015396115,-1.54%
2017-12-28,"4,018.90",0.006937746,0.69%
2017-12-29,"4,030.85",0.00297345,0.30%
2018-01-02,"4,087.40",0.014029299,1.40%
2018-01-03,"4,111.39",0.005869257,0.59%
2018-01-04,"4,128.81",0.00423701,0.42%
2018-01-05,"4,138.75",0.002407473,0.24%
2018-01-08,"4,160.16",0.005173059,0.52%
2018-01-09,"4,189.30",0.007004538,0.70%
2018-01-10,"4,207.81",0.004418399,0.44%
2018-01-11,"4,205.59",-0.00052759,-0.05%
2018-01-12,"4,225.00",0.004615286,0.46%
2018-01-15,"4,225.24",5.68047E-05,0.01%
2018-01-16,"4,258.47",0.007864642,0.79%
2018-01-17,"4,248.12",-0.00243045,-0.24%
2018-01-18,"4,271.42",0.005484779,0.55%
2018-01-19,"4,285.40",0.003272916,0.33%
2018-01-22,"4,336.60",0.011947543,1.19%
2018-01-23,"4,382.61",0.010609694,1.06%
2018-01-24,"4,389.89",0.001661111,0.17%
2018-01-25,"4,365.08",-0.005651622,-0.57%
2018-01-26,"4,381.30",0.003715854,0.37%
2018-01-29,"4,302.02",-0.018095086,-1.81%
2018-01-30,"4,256.10",-0.010674055,-1.07%
2018-01-31,"4,275.90",0.004652146,0.47%
2018-02-01,"4,245.90",-0.007016067,-0.70%
2018-02-02,"4,271.23",0.005965755,0.60%
2018-02-05,"4,274.15",0.000683644,0.07%
2018-02-06,"4,148.89",-0.029306412,-2.93%
2018-02-07,"4,050.50",-0.023714777,-2.37%
2018-02-08,"4,012.05",-0.009492655,-0.95%
2018-02-09,"3,840.65",-0.042721302,-4.27%
2018-02-12,"3,890.10",0.012875425,1.29%
2018-02-13,"3,935.63",0.011704069,1.17%
2018-02-14,"3,966.96",0.007960606,0.80%
2018-02-22,"4,052.73",0.02162109,2.16%
2018-02-23,"4,071.09",0.00453028,0.45%
2018-02-26,"4,118.42",0.011625879,1.16%
2018-02-27,"4,058.98",-0.014432719,-1.44%
2018-02-28,"4,023.64",-0.008706621,-0.87%
2018-03-01,"4,049.09",0.006325119,0.63%
2018-03-02,"4,016.46",-0.008058601,-0.81%
2018-03-05,"4,018.10",0.00040832,0.04%
2018-03-06,"4,066.56",0.012060427,1.21%
2018-03-07,"4,036.65",-0.007355111,-0.74%
2018-03-08,"4,077.60",0.010144551,1.01%
2018-03-09,"4,108.87",0.007668727,0.77%
2018-03-12,"4,127.67",0.004575467,0.46%
2018-03-13,"4,091.25",-0.00882338,-0.88%
2018-03-14,"4,073.34",-0.004377635,-0.44%
2018-03-15,"4,096.16",0.005602282,0.56%
2018-03-16,"4,056.42",-0.009701769,-0.97%
2018-03-19,"4,074.25",0.004395501,0.44%
2018-03-20,"4,077.70",0.000846782,0.08%
2018-03-21,"4,061.05",-0.004083184,-0.41%
2018-03-22,"4,020.35",-0.010022039,-1.00%
2018-03-23,"3,904.94",-0.028706456,-2.87%
2018-03-26,"3,879.89",-0.006414951,-0.64%
2018-03-27,"3,913.27",0.008603337,0.86%
2018-03-28,"3,842.72",-0.018028401,-1.80%
2018-03-29,"3,894.05",0.013357726,1.34%
2018-03-30,"3,898.50",0.001142769,0.11%
2018-04-02,"3,886.92",-0.002970373,-0.30%
2018-04-03,"3,862.48",-0.006287755,-0.63%
2018-04-04,"3,854.86",-0.001972826,-0.20%
2018-04-09,"3,852.93",-0.000500667,-0.05%
2018-04-10,"3,927.17",0.019268453,1.93%
2018-04-11,"3,938.34",0.002844287,0.28%
2018-04-12,"3,898.64",-0.010080389,-1.01%
2018-04-13,"3,871.14",-0.007053742,-0.71%
2018-04-16,"3,808.86",-0.016088284,-1.61%
2018-04-17,"3,748.64",-0.015810505,-1.58%
2018-04-18,"3,766.28",0.004705707,0.47%
2018-04-19,"3,811.84",0.012096817,1.21%
2018-04-20,"3,760.85",-0.013376742,-1.34%
2018-04-23,"3,766.33",0.001457117,0.15%
2018-04-24,"3,843.49",0.020486787,2.05%
2018-04-25,"3,828.70",-0.003848065,-0.38%
2018-04-26,"3,755.49",-0.019121373,-1.91%
2018-04-27,"3,756.88",0.000370125,0.04%
2018-05-02,"3,763.65",0.001802027,0.18%
2018-05-03,"3,793.00",0.007798281,0.78%
2018-05-04,"3,774.60",-0.004851041,-0.49%
2018-05-07,"3,834.19",0.015787103,1.58%
2018-05-08,"3,878.68",0.011603494,1.16%
2018-05-09,"3,871.62",-0.001820207,-0.18%
2018-05-10,"3,893.06",0.005537734,0.55%
2018-05-11,"3,872.84",-0.005193858,-0.52%
2018-05-14,"3,909.29",0.009411698,0.94%
2018-05-15,"3,924.10",0.003788412,0.38%
2018-05-16,"3,892.84",-0.007966158,-0.80%
2018-05-17,"3,864.05",-0.007395629,-0.74%
2018-05-18,"3,903.06",0.010095625,1.01%
2018-05-21,"3,921.24",0.004657884,0.47%
2018-05-22,"3,906.21",-0.003832971,-0.38%
2018-05-23,"3,854.58",-0.013217415,-1.32%
2018-05-24,"3,827.22",-0.00709805,-0.71%
2018-05-25,"3,816.50",-0.002800989,-0.28%
2018-05-28,"3,833.26",0.004391458,0.44%
2018-05-29,"3,804.01",-0.007630581,-0.76%
2018-05-30,"3,723.37",-0.021198682,-2.12%
2018-05-31,"3,802.38",0.021220024,2.12%
2018-06-01,"3,770.59",-0.008360553,-0.84%
2018-06-04,"3,807.58",0.009810136,0.98%
2018-06-05,"3,845.32",0.009911807,0.99%
2018-06-06,"3,837.35",-0.002072649,-0.21%
2018-06-07,"3,831.01",-0.001652182,-0.17%
2018-06-08,"3,779.62",-0.013414217,-1.34%
2018-06-11,"3,779.98",9.52477E-05,0.01%
2018-06-12,"3,825.95",0.01216144,1.22%
2018-06-13,"3,788.34",-0.009830238,-0.98%
2018-06-14,"3,773.37",-0.003951599,-0.40%
2018-06-15,"3,753.43",-0.005284401,-0.53%
2018-06-19,"3,621.12",-0.035250424,-3.53%
2018-06-20,"3,635.44",0.003954578,0.40%
2018-06-21,"3,592.97",-0.011682217,-1.17%
2018-06-22,"3,608.90",0.004433658,0.44%
2018-06-25,"3,560.48",-0.013416831,-1.34%
2018-06-26,"3,531.11",-0.008248888,-0.82%
2018-06-27,"3,459.26",-0.020347709,-2.03%
2018-06-28,"3,423.53",-0.010328799,-1.03%
2018-06-29,"3,510.98",0.02554381,2.55%
2018-07-02,"3,407.96",-0.029342235,-2.93%
2018-07-03,"3,409.28",0.000387328,0.04%
2018-07-04,"3,363.75",-0.013354726,-1.34%
2018-07-05,"3,342.44",-0.006335191,-0.63%
2018-07-06,"3,365.12",0.006785462,0.68%
2018-07-09,"3,459.18",0.027951455,2.80%
2018-07-10,"3,467.52",0.002410976,0.24%
2018-07-11,"3,407.53",-0.017300549,-1.73%
2018-07-12,"3,481.06",0.02157868,2.16%
2018-07-13,"3,492.69",0.003340936,0.33%
2018-07-16,"3,472.09",-0.005898033,-0.59%
2018-07-17,"3,449.38",-0.006540729,-0.65%
2018-07-18,"3,431.32",-0.005235724,-0.52%
2018-07-19,"3,428.34",-0.00086847,-0.09%
2018-07-20,"3,492.89",0.018828354,1.88%
2018-07-23,"3,525.75",0.009407682,0.94%
2018-07-24,"3,581.71",0.0158718,1.59%
2018-07-25,"3,577.75",-0.001105617,-0.11%
2018-07-26,"3,536.25",-0.011599469,-1.16%
2018-07-27,"3,521.23",-0.004247437,-0.42%
2018-07-30,"3,515.08",-0.001746549,-0.17%
2018-07-31,"3,517.66",0.00073398,0.07%
2018-08-01,"3,447.39",-0.019976348,-2.00%
2018-08-02,"3,370.96",-0.022170396,-2.22%
2018-08-03,"3,315.28",-0.01651755,-1.65%
2018-08-06,"3,273.27",-0.01267163,-1.27%
2018-08-07,"3,368.87",0.029206268,2.92%
2018-08-08,"3,314.51",-0.016135974,-1.61%
2018-08-09,"3,397.53",0.025047443,2.50%
2018-08-10,"3,405.02",0.002204543,0.22%
2018-08-13,"3,390.34",-0.004311282,-0.43%
2018-08-14,"3,372.91",-0.005141077,-0.51%
2018-08-15,"3,291.98",-0.023994118,-2.40%
2018-08-16,"3,276.73",-0.00463247,-0.46%
2018-08-17,"3,229.62",-0.014377138,-1.44%
2018-08-20,"3,267.25",0.011651526,1.17%
2018-08-21,"3,326.65",0.018180427,1.82%
2018-08-22,"3,307.95",-0.005621271,-0.56%
2018-08-23,"3,320.03",0.003651809,0.37%
2018-08-24,"3,325.33",0.001596371,0.16%
2018-08-27,"3,406.57",0.024430658,2.44%
2018-08-28,"3,400.17",-0.001878723,-0.19%
2018-08-29,"3,386.57",-0.0039998,-0.40%
2018-08-30,"3,351.09",-0.010476677,-1.05%
2018-08-31,"3,334.50",-0.004950628,-0.50%
2018-09-03,"3,321.82",-0.003802669,-0.38%
2018-09-04,"3,363.90",0.012667754,1.27%
2018-09-05,"3,298.14",-0.019548738,-1.95%
2018-09-06,"3,262.88",-0.010690874,-1.07%
2018-09-07,"3,277.64",0.004523611,0.45%
2018-09-10,"3,230.07",-0.014513491,-1.45%
2018-09-11,"3,224.21",-0.001814202,-0.18%
2018-09-12,"3,202.02",-0.006882306,-0.69%
2018-09-13,"3,236.57",0.010790064,1.08%
2018-09-14,"3,242.09",0.001705509,0.17%
2018-09-17,"3,204.92",-0.011464827,-1.15%
2018-09-18,"3,269.43",0.020128428,2.01%
2018-09-19,"3,312.48",0.013167433,1.32%
2018-09-20,"3,310.13",-0.000709438,-0.07%
2018-09-21,"3,410.49",0.030319051,3.03%
2018-09-25,"3,379.80",-0.008998707,-0.90%
2018-09-26,"3,417.24",0.011077579,1.11%
2018-09-27,"3,403.59",-0.003994452,-0.40%
2018-09-28,"3,438.86",0.010362588,1.04%
2018-10-08,"3,290.90",-0.043025886,-4.30%
2018-10-09,"3,288.69",-0.000671549,-0.07%
2018-10-10,"3,281.60",-0.002155874,-0.22%
2018-10-11,"3,124.11",-0.047991833,-4.80%
2018-10-12,"3,170.73",0.01492265,1.49%
2018-10-15,"3,126.45",-0.013965238,-1.40%
2018-10-16,"3,100.97",-0.008149818,-0.81%
2018-10-17,"3,118.25",0.00557245,0.56%
2018-10-18,"3,044.39",-0.023686363,-2.37%
2018-10-19,"3,134.95",0.029746517,2.97%
2018-10-22,"3,270.27",0.043164963,4.32%
2018-10-23,"3,183.43",-0.026554382,-2.66%
2018-10-24,"3,188.20",0.001498384,0.15%
2018-10-25,"3,194.31",0.001916442,0.19%
2018-10-26,"3,173.64",-0.006470881,-0.65%
2018-10-29,"3,076.89",-0.030485499,-3.05%
2018-10-30,"3,110.26",0.010845367,1.08%
2018-10-31,"3,153.82",0.01400526,1.40%
2018-11-01,"3,177.03",0.007359329,0.74%
2018-11-02,"3,290.25",0.035637057,3.56%
2018-11-05,"3,262.84",-0.008330674,-0.83%
2018-11-06,"3,243.15",-0.00603462,-0.60%
2018-11-07,"3,221.91",-0.006549188,-0.65%
2018-11-08,"3,212.77",-0.002836827,-0.28%
2018-11-09,"3,167.44",-0.01410932,-1.41%
2018-11-12,"3,205.14",0.011902356,1.19%
2018-11-13,"3,237.38",0.010058843,1.01%
2018-11-14,"3,204.94",-0.010020449,-1.00%
2018-11-15,"3,242.37",0.011678846,1.17%
2018-11-16,"3,257.67",0.004718771,0.47%
2018-11-19,"3,294.60",0.011336323,1.13%
2018-11-20,"3,218.41",-0.023125721,-2.31%
2018-11-21,"3,226.49",0.002510556,0.25%
2018-11-22,"3,214.43",-0.003737808,-0.37%
2018-11-23,"3,143.48",-0.022072343,-2.21%
2018-11-26,"3,141.24",-0.000712586,-0.07%
2018-11-27,"3,137.24",-0.001273382,-0.13%
2018-11-28,"3,178.93",0.013288751,1.33%
2018-11-29,"3,137.65",-0.012985501,-1.30%
2018-11-30,"3,172.69",0.011167594,1.12%
2018-12-03,"3,260.95",0.027818665,2.78%
2018-12-04,"3,267.71",0.002073016,0.21%
2018-12-05,"3,252.00",-0.004807648,-0.48%
2018-12-06,"3,181.67",-0.021626691,-2.16%
2018-12-07,"3,181.56",-3.4573E-05,0.00%
2018-12-10,"3,144.76",-0.011566653,-1.16%
2018-12-11,"3,159.82",0.004788919,0.48%
2018-12-12,"3,170.61",0.003414751,0.34%
2018-12-13,"3,219.69",0.015479671,1.55%
2018-12-14,"3,165.91",-0.016703471,-1.67%
2018-12-17,"3,161.20",-0.001487724,-0.15%
2018-12-18,"3,128.43",-0.010366317,-1.04%
2018-12-19,"3,091.13",-0.011922913,-1.19%
2018-12-20,"3,067.42",-0.007670334,-0.77%
2018-12-21,"3,029.40",-0.012394781,-1.24%
2018-12-24,"3,038.20",0.002904866,0.29%
2018-12-25,"3,017.28",-0.006885656,-0.69%
2018-12-26,"3,002.03",-0.005054221,-0.51%
2018-12-27,"2,990.51",-0.003837403,-0.38%
2018-12-28,"3,010.65",0.006734637,0.67%
2019-01-02,"2,969.54",-0.013654859,-1.37%
2019-01-03,"2,964.84",-0.001582737,-0.16%
2019-01-04,"3,035.87",0.023957448,2.40%
2019-01-07,"3,054.30",0.006070747,0.61%
2019-01-08,"3,047.70",-0.002160888,-0.22%
2019-01-09,"3,078.48",0.010099419,1.01%
2019-01-10,"3,072.69",-0.001880798,-0.19%
2019-01-11,"3,094.78",0.00718914,0.72%
2019-01-14,"3,067.78",-0.008724368,-0.87%
2019-01-15,"3,127.99",0.01962657,1.96%
2019-01-16,"3,128.65",0.000210998,0.02%
2019-01-17,"3,111.42",-0.005507168,-0.55%
2019-01-18,"3,168.17",0.018239261,1.82%
2019-01-21,"3,185.64",0.005514224,0.55%
2019-01-22,"3,143.32",-0.013284615,-1.33%
2019-01-23,"3,141.05",-0.000722166,-0.07%
2019-01-24,"3,158.78",0.005644609,0.56%
2019-01-25,"3,184.47",0.008132887,0.81%
2019-01-28,"3,183.78",-0.000216677,-0.02%
2019-01-29,"3,193.97",0.003200598,0.32%
2019-01-30,"3,168.48",-0.007980664,-0.80%
2019-01-31,"3,201.63",0.01046243,1.05%
2019-02-01,"3,247.40",0.014295843,1.43%
2019-02-11,"3,306.47",0.018189937,1.82%
2019-02-12,"3,330.34",0.007219179,0.72%
2019-02-13,"3,397.03",0.020024982,2.00%
2019-02-14,"3,402.14",0.001504255,0.15%
2019-02-15,"3,338.70",-0.018647087,-1.86%
2019-02-18,"3,445.74",0.032060383,3.21%
2019-02-19,"3,439.61",-0.001779008,-0.18%
2019-02-20,"3,451.93",0.003581801,0.36%
2019-02-21,"3,442.71",-0.00267097,-0.27%
2019-02-22,"3,520.12",0.022485193,2.25%
2019-02-25,"3,729.48",0.059475245,5.95%
2019-02-26,"3,684.69",-0.012009717,-1.20%
2019-02-27,"3,678.39",-0.001709777,-0.17%
2019-02-28,"3,669.37",-0.00245216,-0.25%
2019-03-01,"3,749.71",0.021894767,2.19%
2019-03-04,"3,794.10",0.011838249,1.18%
2019-03-05,"3,816.01",0.005774756,0.58%
2019-03-06,"3,848.09",0.008406687,0.84%
2019-03-07,"3,808.85",-0.010197267,-1.02%
2019-03-08,"3,657.58",-0.0397154,-3.97%
2019-03-11,"3,729.95",0.019786307,1.98%
2019-03-12,"3,755.35",0.006809743,0.68%
2019-03-13,"3,724.19",-0.008297496,-0.83%
2019-03-14,"3,698.49",-0.006900829,-0.69%
2019-03-15,"3,745.01",0.012578106,1.26%
2019-03-18,"3,851.75",0.028501927,2.85%
2019-03-19,"3,833.96",-0.00461868,-0.46%
2019-03-20,"3,835.44",0.000386024,0.04%
2019-03-21,"3,836.89",0.000378053,0.04%
2019-03-22,"3,833.80",-0.00080534,-0.08%
2019-03-25,"3,742.83",-0.023728416,-2.37%
2019-03-26,"3,700.44",-0.011325655,-1.13%
2019-03-27,"3,743.39",0.011606728,1.16%
2019-03-28,"3,728.40",-0.004004392,-0.40%
2019-03-29,"3,872.34",0.038606373,3.86%
2019-04-01,"3,973.93",0.026234783,2.62%
2019-04-02,"3,971.29",-0.00066433,-0.07%
2019-04-03,"4,022.16",0.01280944,1.28%
2019-04-04,"4,062.23",0.009962309,1.00%
2019-04-08,"4,057.23",-0.001230851,-0.12%
2019-04-09,"4,075.43",0.004485819,0.45%
2019-04-10,"4,085.85",0.002556785,0.26%
2019-04-11,"3,997.58",-0.021603828,-2.16%
2019-04-12,"3,988.62",-0.002241356,-0.22%
2019-04-15,"3,975.52",-0.003284344,-0.33%
2019-04-16,"4,085.79",0.027737252,2.77%
2019-04-17,"4,087.24",0.000354889,0.04%
2019-04-18,"4,072.08",-0.003709104,-0.37%
2019-04-19,"4,120.61",0.011917742,1.19%
2019-04-22,"4,025.61",-0.023054839,-2.31%
2019-04-23,"4,019.01",-0.001639503,-0.16%
2019-04-24,"4,030.09",0.002756898,0.28%
2019-04-25,"3,941.82",-0.021902737,-2.19%
2019-04-26,"3,889.27",-0.013331405,-1.33%
2019-04-29,"3,900.33",0.002843721,0.28%
2019-04-30,"3,913.21",0.003302285,0.33%
2019-05-06,"3,684.62",-0.058414959,-5.84%
2019-05-07,"3,720.67",0.009783913,0.98%
2019-05-08,"3,667.46",-0.014301188,-1.43%
2019-05-09,"3,599.70",-0.018476002,-1.85%
2019-05-10,"3,730.45",0.036322471,3.63%
2019-05-13,"3,668.73",-0.016544921,-1.65%
2019-05-14,"3,645.15",-0.006427292,-0.64%
2019-05-15,"3,727.09",0.022479185,2.25%
2019-05-16,"3,743.96",0.004526319,0.45%
2019-05-17,"3,648.76",-0.025427622,-2.54%
2019-05-20,"3,617.79",-0.008487815,-0.85%
2019-05-21,"3,666.78",0.013541416,1.35%
2019-05-22,"3,649.38",-0.004745308,-0.47%
2019-05-23,"3,583.96",-0.017926333,-1.79%
2019-05-24,"3,593.91",0.002776259,0.28%
2019-05-27,"3,637.20",0.012045377,1.20%
2019-05-28,"3,672.26",0.009639283,0.96%
2019-05-29,"3,663.91",-0.002273804,-0.23%
2019-05-30,"3,641.18",-0.006203755,-0.62%
2019-05-31,"3,629.79",-0.003128107,-0.31%
2019-06-03,"3,632.01",0.000611606,0.06%
2019-06-04,"3,598.47",-0.009234556,-0.92%
2019-06-05,"3,597.11",-0.000377938,-0.04%
2019-06-06,"3,564.68",-0.009015571,-0.90%
2019-06-10,"3,610.74",0.012921216,1.29%
2019-06-11,"3,719.28",0.03006032,3.01%
2019-06-12,"3,691.10",-0.007576735,-0.76%
2019-06-13,"3,685.39",-0.001546964,-0.15%
2019-06-14,"3,654.88",-0.008278635,-0.83%
2019-06-17,"3,654.82",-1.64164E-05,0.00%
2019-06-18,"3,667.62",0.003502224,0.35%
2019-06-19,"3,715.94",0.013174756,1.32%
2019-06-20,"3,828.52",0.030296506,3.03%
2019-06-21,"3,833.94",0.001415691,0.14%
2019-06-24,"3,841.27",0.001911871,0.19%
2019-06-25,"3,801.31",-0.010402809,-1.04%
2019-06-26,"3,794.33",-0.001836209,-0.18%
2019-06-27,"3,834.82",0.010671186,1.07%
2019-06-28,"3,825.59",-0.002406893,-0.24%
2019-07-01,"3,935.81",0.028811242,2.88%
2019-07-02,"3,937.17",0.000345545,0.03%
2019-07-03,"3,893.53",-0.011084104,-1.11%
2019-07-04,"3,873.10",-0.005247166,-0.52%
2019-07-05,"3,893.20",0.005189641,0.52%
2019-07-08,"3,802.79",-0.023222542,-2.32%
2019-07-09,"3,793.13",-0.00254024,-0.25%
2019-07-10,"3,786.74",-0.001684625,-0.17%
2019-07-11,"3,785.22",-0.000401401,-0.04%
2019-07-12,"3,808.73",0.006211,0.62%
2019-07-15,"3,824.19",0.004059096,0.41%
2019-07-16,"3,806.84",-0.004536908,-0.45%
2019-07-17,"3,804.64",-0.000577907,-0.06%
2019-07-18,"3,768.40",-0.009525211,-0.95%
2019-07-19,"3,807.96",0.010497824,1.05%
2019-07-22,"3,781.68",-0.006901333,-0.69%
2019-07-23,"3,789.91",0.002176281,0.22%
2019-07-24,"3,819.83",0.007894647,0.79%
2019-07-25,"3,851.07",0.008178374,0.82%
2019-07-26,"3,858.57",0.001947511,0.19%
2019-07-29,"3,854.27",-0.001114402,-0.11%
2019-07-30,"3,870.32",0.004164213,0.42%
2019-07-31,"3,835.36",-0.009032845,-0.90%
2019-08-01,"3,803.47",-0.008314734,-0.83%
2019-08-02,"3,747.44",-0.014731285,-1.47%
2019-08-05,"3,675.69",-0.019146404,-1.91%
2019-08-06,"3,636.33",-0.010708194,-1.07%
2019-08-07,"3,621.43",-0.004097538,-0.41%
2019-08-08,"3,669.29",0.013215774,1.32%
2019-08-09,"3,633.53",-0.009745755,-0.97%
2019-08-12,"3,699.10",0.018045812,1.80%
2019-08-13,"3,665.75",-0.009015707,-0.90%
2019-08-14,"3,682.40",0.004542045,0.45%
2019-08-15,"3,694.00",0.003150119,0.32%
2019-08-16,"3,710.54",0.004477531,0.45%
